id,name,price,rating_average,category,solds,cluster
3176,Camera IP ngoài trời Dùng Pin Sạc in EZVIZ CS-BC1C kèm pin mặt trời CS-CMT-Solar  Hàng Chính Hãng,2850000,1,Máy Ảnh - Máy Quay Phim,1,9
3177,Camera wifi full HD 1080P xoay 360°CP3 2MB Tenda hàng chính hãng,450000,1,Camera IP,1,4
3178,"Camera IP Wifi Ngoài Trời Imou F22FP Bullet 2E Full HD 1080P CÓ MÀU BAN ĐÊM ,KÈM PHÍCH CẮM ÂM- Hàng Chính Hãng",834000,1,Camera IP,1,96
3179,Camera giám sát Blurams Home 1080P - Hàng Chính Hãng,490000,1,Camera IP,1,4
3180,Camera Wifi TP-Link Tapo C200 / C210 Smart IR Full HD 1080P - Hàng Chính Hãng,545000,1,Máy Ảnh - Máy Quay Phim,1,9
3181,"Camera lùi AHD 1080P góc rộng, dây 15m dành cho màn hình android cực nét,camera oto hàng cao cấp.",377900,1,Root,1,12
3182,Camera HDCVI ngoài trời có mic 2MP DAHUA DH-HAC-HFW1200TLP-A-S5 hàng chính hãng DSS Việt Nam,650000,1,Camera Quan Sát Analog,1,23
3183,"Camera Wifi trong nhà EZVIZ C6N 4MP FULL 1080P, Hàng Chính Hãng",687000,1,Camera IP,1,96
3184,Trọn Bộ Camera Quan Sát 2 Mắt Hikvision 2.0MP Full HD - Hàng chính hãng,4100000,1,Camera IP,1,68
3185,Camera IP EZVIZ C6N 2MP 1080P Smart Night Vision (CS-C6N-A0-1C2WFR) - Thẻ nhớ NETAC 64GB - Hàng Chính Hãng ,579000,1,Máy Ảnh - Máy Quay Phim,1,9
3186,Camera IP WiFI Imou Ranger 2MP IPC-A42P quay quét thông minh chính hãng DSS VN,620000,1,Camera IP,1,96
3187,Camera Có Màu Ban Đêm IP hồng ngoại không dây 2.0 3.0 Megapixel EZVIZ C3TN  - Hàng Chính Hãng,619000,1,Camera IP,1,96
3188,Camera dome HDCVI FullColor DAHUA DH-HAC-HDW1239TP-LED 2M 1080P tầm nhìn đêm có màu 40m hàng chính hãng DSS Việt Nam,690000,1,Camera Quan Sát Analog,1,23
3189,Camera nội soi cắm qua điện thoại hoặc USB máy tính dài 1m,248000,1,Phụ Kiện Camera Giám Sát,1,14
3190,Camera năng lượng mặt trời thông minh,900000,1,Camera IP,1,96
3191,Camera wifi không dây Ezviz C6N độ nét Full HD quay quét đàm thoại hai chiều - HÀNG CHÍNH HÃNG,445000,1,Camera IP,1,4
3192,"Camera IP Wifi Ezviz - C6N độ phân giải 2MP, quay quét thông minh hàng chính hãng Nhà An Toàn",380000,1,Camera IP,1,4
3193,Camera giám sát ngoài trời Blurams Outdoor Pro A21C - Hàng chính hãng,950000,1,Máy Ảnh - Máy Quay Phim,1,9
3194,Khung kim loại bảo vệ camera cho Mi 11 ultra,40000,1,Phụ Kiện Camera Giám Sát,1,14
3195,CAMERA YOOSEE 3 RÂU HD1080 - 2.0Mps không cổng mạng LAN XOAY 360 ĐỘ - GÓC QUAY RỘNG - Hàng chính hãng,389900,1,Camera IP,1,4
3196,Chân Đế Camera Nhôm,45000,1,Phụ Kiện Camera Giám Sát,1,14
3197,Camera IP Ngoài Trời Yoosee X2000 - Xoay 360 - Hồng Ngoại Quay Đêm - Hàng Chính Hãng,420000,1,Camera IP,1,4
3198,Camera Quan Sát Hikvision DS-2CE56D0T-IR - Hàng chính hãng,486000,1,Camera Quan Sát Analog,1,23
3199,"Camera IP Wifi 2.0MP Full HD GLOBAL IOT 07, Xoay 360, Đàm thoại 2 chiều, Theo dõi chuyển động - Hàng chính hãng",670000,1,Camera IP,1,96
3200,Camera quan sát Eufy Indoor 2K T8400 - Hàng chính hãng,1190000,1,Camera Quan Sát Analog,1,23
3201,Camera wifi ngoài trời độ phân giải 2K CT6 3MB Tenda hàng chính hãng,695000,1,Camera IP,1,96
3202,Chân đế camera IP wifi,50000,1,Root,1,12
3203,Camera ip Imou Ranger A22 (Mẫu 2021) - Chip Hình Ảnh Thế Hệ Mới - Full Hd 1080 - Hàng Chính Hãng,515000,1,Camera IP,1,4
3204,Camera Ip Wifi Ngoài Trời Vitacam DZ3000  3.0MP Độ Phân Giải 1296P Ultra HD - Hàng Chính Hãng,560000,1,Máy Ảnh - Máy Quay Phim,1,9
3205,"Camera IP Wifi Ngoài Trời Imou F22FP Bullet 2E Full HD 1080P CÓ MÀU BAN ĐÊM, KÈM THẺ NHỚ 128G - Hàng Chính Hãng",1149900,1,Camera IP,1,96
3206,"Camera IP WIFI IMOU RANGER 2 IPC - A22EP Full HD 1080P ,KÈM THẺ NHỚ 32G - Hàng Chính Hãng",651000,1,Camera IP,1,96
3207,Camera thân HDCVI Dahua DH-HAC-HFW1200TP-S5 2MP 1080P hồng ngoại 30m hàng chính hãng DSS Việt Nam,360000,1,Camera Quan Sát Analog,1,23
3208,Camera Giám Sát Thông Minh Xiaomi PTZ Phiên Bản 2K. Hồng Ngoại Nhìn Ban Đêm Độ Nét Cực Cao - Bản Quốc Tế - Hàng chính hãng,1290000,1,Máy Ảnh - Máy Quay Phim,1,9
3209,Đầu Ghi Hình Hikvision DS-7208HGHI-F1 - Hàng chính hãng,1120000,1,Đầu Ghi Hình Camera,1,44
3210,Camera IP Wifi ngoài trời EZVIZ C3N 2MP 1080P hàng chính hãng Nhà An Toàn,990000,1,Camera IP,1,96
3211,Tủ Đựng Đầu Ghi Camera Cao Cấp,204000,1,Máy Ảnh - Máy Quay Phim,1,113
3212,Camera thân to HDCVI 2MP FullColor DAHUA DH-HAC-HFW1239TLMP-LED nhìn đêm có màu hàng chính hãng DSS Việt Nam,520000,1,Camera IP,1,4
3213,"Camera IP Wifi imou IPC GS7EP-5M0WE 5MP 3K Full Color, GS7EP 3MP quay quét Ngoài Trời, Cảnh báo, đèn còi - Hàng chính hãng",1250000,1,Camera IP,1,96
3214,"Chân Đế Camera IP Wifi Giá Rẻ - Đa Năng Lắp Được Camera Xoay Ezviz, Imou, Kbone, Vitacam c1280 .....",13000,1,Root,1,12
3215,Đầu ghi camera 16 kênh Hikvision DS-7216HQHI-K1(S) 2.0M vỏ nhựa - Hàng chính hãng,4230000,1,Đầu Ghi Hình Camera,1,141
3216,Camera IP wifi Imou IPC-C22EP-A-IMOU 2.0MP/ full HD 1080p - Kết nối không dây - Hàng chính hãng,465000,1,Camera IP,1,4
3217,Đầu ghi hình camera 4 kênh IP 2MP FullHD 1080P Dahua DHI-NVR2104HS-4KS2,1483000,1,Đầu Ghi Hình Camera,1,44
3218, Đầu ghi hình camera IP 16 kênh HIKVISION DS-7616NI-K1(B) - Hàng chính hãng,1950000,1,Đầu Ghi Hình Camera,1,44
3219,Camera Giám Sát Ngoài Trời Yoosee X6100 - Mắt Camera 2.0Mpx - Hàng Chính Hãng,420000,1,Camera IP,1,4
3220,Hộp kỹ thuật 12x12 cho camera,8199,1,Root,1,12
3221,"Camera Mini IP Vstarcam CB73 2.0 WiFi 1080P Giám Sát Hành Trình Ô Tô, Nhỏ Gọn, Dễ Dàng Cài Đặt, Bảo Mật Cao, Chống Chộm, Xem Trực Tiếp Từ Xa Bằng Điện Thoại, PC, iPad - Hàng Chính Hãng",549000,1,Máy Ảnh - Máy Quay Phim,1,9
3222,Đầu ghi hình 4 kênh HDCVI AI FullHD DAHUA DH-XVR5104HS-I3 hàng chính hãng,1200000,1,Đầu Ghi Hình Camera,1,44
3223,Đầu ghi 16 kênh HDTVI H.265+ Hikvision DS-7216HQHI-K1 vỏ sắt - Hàng chính hãng,3850000,1,Đầu Ghi Hình Camera,1,141
3224,Camera IP WIFI ngoài trời IPC-F22P-IMOU 2.0MP FullHD - Hàng Chính Hãng,629500,1,Camera IP,1,96
3225,"Camera IP Hikvision Trụ DS-2CD1027G0-L, có màu 24/7, tiêu chuẩn ngoài trời IP67 - Hàng Chính Hãng ",1190000,1,Camera IP,1,96
3226,Camera wifi ngoài trời DAHUA IMOU Bullet 2 4MP IPC-F42FEP hàng chính hãng,1009900,1,Camera IP,1,96
3227,Combo 5 Cáp POE Camera Loại Tốt - Chuyển Nguồn Camera Bằng dây lan POE,87789,1,Root,1,12
3228,Bộ Camera Quan Sát Hikvision Full HD 1080P - Đầy Đủ Phụ Kiện Lắp Đặt- Cắm Điện Là Chạy - Hàng chính hãng,3250000,1,Root,1,12
3229,Camera Wi-Fi TP-Link Tapo C200 1080P (2MP) An Ninh Gia Đình Có Thể Điều Chỉnh Hướng - Hàng Chính Hãng,515000,1,Máy Ảnh - Máy Quay Phim,1,9
3230,DS-2CD1327G0-L CAMERA IP HIKVISION COLORVU LITE CÓ MÀU 24/7 - Hàng chính hãng,1190000,1,Camera IP,1,96
3231,Camera không dây Eufy ngoài trời T8131121 SoloCam E40 chất lượng 2K Chống Nước IP65 - Hàng Chính Hãng,2390000,1,Camera IP,1,96
3232,Camera HDCVI thân Dahua DH-HAC-HFW1200DP-S4 2MP 1080P hồng ngoại 80m hàng chính hãng DSS Việt Nam,525000,1,Camera Quan Sát Analog,1,23
3233,Camera Eufy Security Indoor Cam 2K Công nghệ AI Xoay 360 độ Đàm thoại 2 chiều - Hàng Chính Hãng,920000,1,Camera IP,1,96
3234,Camera Mini Wifi HDQ15 Hồng Ngoại Kết Nối Không Dây Với Điện Thoại,619000,1,Camera IP,1,96
3235,Hộp Kỹ Thuật Camera 2 Chiếc Loại Dầy Sịn Lắp Đặt Chuyên Dụng Cho Camera Noài Trời,19000,1,Phụ Kiện Camera Giám Sát,1,14
3236,"CAMERA WIFI EZVIZ C1C-B 1080P NHỎ GỌN, siêu nét, Đàm thoại 2 chiều - Hàng chính hãng",420000,1,Camera IP,1,4
3237,Camera 4.0 Megapixel IP hồng ngoại không dây DAHUA IPC-F42P-IMOU - Hàng Chính Hãng,749000,1,Camera IP,1,96
3238,"Camera IMOU Ranger 2C, Camera Xoay 360, AI Phát hiện người, màng trập riêng tư 2MP/4MP - Hàng Chính Hãng",650000,1,Camera IP,1,96
3239,Camera IP HIKVISION DS-2CD2721G0-I 2.0 Megapixel - Hàng Nhập Khẩu,3270000,1,Camera IP,1,96
3240,Camera Wifi Trong Nhà EZVIZ TY1 Full HD 1080P Quay Quét 355 độ - Đàm Thoại 2 Chiều - Hàng Chính Hãng,470000,1,Camera IP,1,4
3241,Camera wifi Ezviz C1C-B 2MP Full HD nhận diện con người thông minh chuẩn H.265 mới 2021 Đàm thoại 2 chiều,472000,1,Camera IP,1,4
3242,Camera IP Wifi PTZ Imou IPC-S22FP 2MP FullColor ngoài trời hàng chính hãng,1560000,1,Camera IP,1,96
3243,"Camera Wifi IMOU Ranger 2 robot thông minh - TA22CP 2MP , kèm chân đế  đa năng, Chính Hãng.",778789,1,Camera IP,1,96
3244,"Chân đế camera đẹp, gọn dây và treo camera thẩm mỹ - chuyên dụng cho camera an ninh dành cho Onvizcam, Ezviz, imou, kbvision",19000,1,Root,1,12
3245,Camera IP Colorvu Lite 2MP Thân Tích Hợp Mic HIKVISION DS-2CD1027G0-LU - Hàng Chính Hãng ,1150000,1,Camera IP,1,96
3246,10 con rắc F5 (vặn vào dây GR6) và 10 con rắc camera (PNC ) HÀNG NHƯ HÌNH,52000,1,Phụ Kiện Camera Giám Sát,1,14
3247,Camera IP HIKVISION DS-2CD2T43G0-I8 4MP Thân Trụ - Hàng Chính Hãng,2580000,1,Camera IP,1,96
3248,Đầu ghi hình camera 8 kênh 4mpx Dahua DH-XVR5108HS-DSS Việt Nam Hàng Chính Hãng,2150000,1,Root,1,12
3249,"Camera giám sát IMOU Ranger 2C 2MP, 1080P IPC-TA22CP-B - Hàng Chính Hãng",510000,1,Camera IP,1,4
3250,Đầu Ghi Hình IP Wifi 8 Kênh IMOU NVR1108HS-W-S2 Hàng chính hãng,1224000,1,Đầu Ghi Hình Camera,1,44
3251,"Camera IP WIFI IMOU RANGER 2 IPC - A22EP Full HD 1080P ,KÈM THẺ NHỚ 128G - Hàng Chính Hãng",749000,1,Camera IP,1,96
3252,"Camera Hikvision DS-2CE16D0T-IR , camera ds 2ce16d0t ir - Hàng chính hãng",395000,1,Root,1,12
3253,Camera IP Dome hồng ngoại 2.0 Megapixel HIKVISION DS-2CD1323G0E-I(L) - HÀNG CHÍNH HÃNG,790000,1,Camera IP,1,96
3254,Camera IP Wifi Yoosee HWK-205 2.0MPX - Hàng chính hãng,220000,1,Máy Ảnh - Máy Quay Phim,1,113
3255,"Camera IP DOME HIKVISION DS-2CD1327G0-L, có màu 24/7, tiêu chuẩn IP67 ngoài trời - Hàng chính hãng",1190000,1,Camera IP,1,96
3256,Camera IP HIKVISION DS-2CD1023G0-IU 2MP Lắp Ngoài Trời - Hàng Chính Hãng,992000,1,Camera IP,1,96
3257,"Camera IP Ngoài trời Yoosee PTZ 2 Râu FullHD 1080P 6 LED trợ sáng, 4 LED hồng ngoại, đàm thoại 2 chiều, hỗ trợ xoay 360 (trắng) Hàng Nhập Khẩu",660000,1,Máy Ảnh - Máy Quay Phim,1,9
3258,Camera HD-TVI DS-2CE16D0T-ITFS Tích Hợp Mic - Hàng Chính Hãng,585000,1,Root,1,12
3259,Trọn Bộ Camera 4 Mắt Hikvision 2.0MP Full HD - Hàng Chính Hãng,2750000,1,Root,1,12
3260,"Bộ 10 video balun camera HD 5mp lõi đồng, chất lượng cao",310000,1,Phụ Kiện Camera Giám Sát,1,14
3261,Astra Stereo S U3 - Camera 3D Orbbec - Hàng chính Hãng,9700200,1,Camera Quan Sát Analog,1,23
3262,"Chân đế treo tường, hộp kỹ thuật Cho Camera Dome, Camera Ezviz C6N, Camera C6CN, Camera C4W, Nhựa Tốt",7350,1,Máy Ảnh - Máy Quay Phim,1,113
3263,Camera IP Starlight 2.0MP DAHUA DH-IPC-HFW2230SP-S-S2 - Hàng Chính Hãng,1100000,1,Camera IP,1,96
3264,Camera IP Wifi Hilook IPC-B120-D/W 2MP - Hàng chính hãng,639000,1,Camera IP,1,96
3265,"Camera WIFI ngoài trời EZVIZ CB8 3MP 2K năng lượng mặt trời, có màu ban đêm - Hàng chính hãng",2250000,1,Camera IP,1,96
3266,Camera Di Động Kèm Màn Hình chăm sóc bé từ xa đo Nhiệt Độ - Báo khóc thông minh,2580000,1,Camera IP,1,96
3267,Camera Kim Loại SQ8 HD Camera Thể Thao DV Ngoài Trời SQ8,130000,1,Camera IP,1,4
3268,CAMERA WIFI NGOÀI TRỜI EZVIZ 2MP- HÀNG CHÍNH HÃNG,998000,1,Camera IP,1,96
3269,Camera nội soi 7mm dùng cho điện thoại Android,289350,1,Root,1,12
3270,Hộp kỹ thuật đựng nguồn camera chống nước,9000,1,Root,1,12
3271,Camera IP Wifi Trong Nhà EZVIZ C6N 4MP 2K - Hàng Chính Hãng,678900,1,Camera IP,1,96
3272,Camera IP Wifi hồng ngoại EZVIZ C3TN 2MP (Color Night Vision) - Hàng chính hãng,810000,1,Camera IP,1,96
3273,"Camera mini A9S pro siêu nhỏ không dây kết nối với điện thoại qua wifi, có pin, có QR Code, HDwificam Pro, quay ban đêm",570000,1,Camera Quan Sát Analog,1,23
3274,Camera IP Wifi Ngoài Trời Ezviz CS-CV310 720P - Hàng Chính Hãng,859000,1,Camera IP,1,96
3275,Đầu Ghi Hình Dahua NVR2108HS-4KS2-Hàng Chính Hãng,1850000,1,Đầu Ghi Hình Camera,1,44
3276,"CAMERA EZVIZ IP WIFI C6N 2.0MPX ,KÈM THẺ NHỚ 128G HÀNG CHÍNH HÃNG.",650000,1,Camera IP,1,96
3277,"Camera Wifi Quan Sát X6 FULLHD 1080P - Hỗ Trợ Hồng Ngoại Quay Ban Đêm, Hình Ảnh Sắc Nét Cả Ngày Và Đêm, Pin Sạc, Siêu Bền- Kết Nối Wifi Qua Điện Thoại Xem Từ Xa",399000,1,Camera IP,1,4
3278,Đầu Ghi Hình Camera IP Wifi Không Dây 4 Kênh NVR  - Hikvision DS-7104NI-Q1/M - Hàng chính hãng,1080000,1,Đầu Ghi Hình Camera,1,44
3279,Camera HDCVI thân 2MP FullHD 1080P Dahua DH-HAC-B1A21P DSS Việt Nam Hàng Chính Hãng,311000,1,Root,1,12
3280,"Chân Đế Camera Xoay 360 độ,Hàng Như Hình.",33800,1,Phụ Kiện Camera Giám Sát,1,14
3281,Camera IP Wifi quay quét EZVIZ C6N 2MP chính hãng (Tặng thẻ nhớ 32GB),590000,1,Camera IP,1,4
3282,Camera Wifi Ngoài Trời Tenda CT6 Độ Phân Giải 2K - Hàng Chính Hãng,695000,1,Camera IP,1,96
3283,Nguồn Camera 12V - 2A,34000,1,Máy Ảnh - Máy Quay Phim,1,113
3284,Camera IP WIFI Imou A22EP IPC-A22EP-D-V3 2M FHD 1080P - Hàng Chính Hãng,698000,1,Camera IP,1,96
3285,Đầu ghi HDCVI 4/8 kênh DAHUA DH-XVR1B04_08-I - Hàng Chính Hãng,950000,1,Đầu Ghi Hình Camera,1,44
3286,"Camera Wifi Yoosee 5.0 Mpx Full HD, Dòng Ngoài Trời Xoay 360°,C12 Xem Đêm Có Màu-Đàm Thoại 2 Chiều-Phát Hiện Chuyển Động Chống Trộm-Hàng Nhập Khẩu",650000,1,Camera IP,1,96
3287,Camera IP Wifi Ezviz C1C 2Mp 1080P Full HD - Hàng Chính Hãng,636000,1,Máy Ảnh - Máy Quay Phim,1,9
3288,50 Jack DC Nối Nguồn Camera - Đầu nguồn DC camera đỏ đen,90000,1,Root,1,12
3289,"Camera IMOU S21FP S41FP tích hợp mic, phát hiện chuyển động, chống nước IP66 - Hàng chính hãng ",865900,1,Camera IP,1,96
3290,"Camera imou Bullet IPC-F42FEP 4.0 Megapixel, Fullcolor có màu ban đêm, có đàm thoại 2 chiều, báo động - hàng chính hãng",1088000,1,Camera IP,1,96
3291,Switch PoE giga 5 Port PSE6504-G công suất 65W cấp nguồn cho hệ thống camera IP,1500000,1,Phụ Kiện Camera Giám Sát,1,14
3292,Camera nội soi siêu rẻ 7mm - Chống nước IP67 (Đen),269900,1,Camera IP,1,4
3293,"Trọn bộ 3 Camera 2MP DS-2CE16D0T-IR(C) + Đầu ghi hình Hikvision, có sẵn phụ kiện, cắm điện là chạy - Hàng chính hãng",2750000,1,Root,1,12
3294,Camera IP bán cầu 2MP Hikvision DS-2CD2121G1-IDW1 CHÍNH HÃNG,1490000,1,Camera IP,1,96
3295,Camera IP EZVIZ C3W 2MP - Hàng Chính Hãng,1044000,1,Camera IP,1,96
3296,Nguồn Camera 5V 2A Chui Nhỏ,46500,1,Root,1,12
3297,Camera IP Wifi VNPT Technology ONE HOME  Home Vision HVIP01 xoay 360 quan sát rõ ngày và đêm hàng chính hãng,840000,1,Camera IP,1,96
3298,Balun 8mp A3 cho camera quan sát dùng được 720P/960P/1080P/3MP/4MP/5MP/8MP,27900,1,Máy Ảnh - Máy Quay Phim,1,113
3299,"Pin 9V POWER dùng cho bộ test mạng, mic hát...cực bền,giá rẻ - Home Computer",13000,1,Root,1,12
3300,Camera Yoosee 3.0MPX - Thế hệ mới,419000,1,Máy Ảnh - Máy Quay Phim,1,113
3301,Camera Hikvision DS-2CE16D0T-IRP - Hàng chính hãng,354000,1,Camera Quan Sát Analog,1,23
3302,Camera Mini IP Indoor Sắt Đen Vuông 5MP,1937100,1,Camera IP,1,96
3303,Nguồn camera 12v-2a ,42000,1,Máy Ảnh - Máy Quay Phim,1,113
3304,"Combo Jack BNC lò xo vặn, lõi đồng có vít vặn cố định ( 50 chiếc) loại tốt",249900,1,Phụ Kiện Camera Giám Sát,1,14
3305,"Camera wifi không dây tích hợp AI Ezviz C8PF 2MP, ống kính kép, ghi âm, xoay 360 độ (hàng chính hãng)",1458000,1,Camera IP,1,96
3306,Jack POE Cấp Nguồn Camera Cặp 2 Cái,23999,1,Root,1,12
3307,"Camera wifi ezviz, camera C1C không dây quan sát ngoài trời, trong nhà, chống trộm - Hàng chính hãng",465000,1,Camera IP,1,4
3308,Combo jack nối cáp đồng trục BNC 2 đầu âm loại tốt ( 20 chiếc ),89989,1,Phụ Kiện Camera Giám Sát,1,14
3309,Combo jack nối cáp đồng trục BNC 2 đầu âm loại tốt ( 10 chiếc ),44900,1,Phụ Kiện Camera Giám Sát,1,14
3310,Astra MiniS - Camera 3D Orbbec - Hàng chính Hãng,9979200,1,Camera IP,1,68
3311,"10 jack DC camera loại Vặn Vít, jack nguồn camera",22999,1,Phụ Kiện Camera Giám Sát,1,14
3312,Camera Wi-Fi TP-Link Tapo C200 1080P (2MP) An Ninh Gia Đình Có Thể Điều Chỉnh Hướng - Hàng Chính Hãng,419000,1,Camera IP,1,4
3313,Combo jack nối cáp đồng trục BNC 2 đầu âm loại tốt ( 100 chiếc ),350000,1,Phụ Kiện Camera Giám Sát,1,14
3314,"Camera quan sát Qihoo 360 C211 2K 1296P, Xoay 360 độ, H264+ Smart AI App Botslab - Hàng chính hãng",699000,1,Camera IP,1,96
3315,Camera IP Wifi Dahua 1.3Mp IPC-HFW1120SP-W-Hàng Chính Hãng,1000000,1,Camera IP,1,96
3316,Đầu ghi camera HDCVI 8 kênh DAHUA DH-XVR5108HS-I3 hàng chính hãng,1680000,1,Đầu Ghi Hình Camera,1,44
3317,Combo 10 hộp kỹ thuật cho Camera kích thước 11*11*5cm,49900,1,Phụ Kiện Camera Giám Sát,1,14
3318,Camera Nội Soi Chống Nước Cho Điện Thoại OTG Wifi Dài 1M AZONE,352000,1,Máy Ảnh - Máy Quay Phim,1,113
3319,Combo Dây nhảy BNC 1m đã bấm sẵn loại tốt (20 chiếc),375100,1,Phụ Kiện Camera Giám Sát,1,14
3320,"Camera Nội Soi Tai Mũi Họng Vệ Sinh, Lấy Ráy Tai 3 Trong 1 Độ Phân Giải 1280*720P Tích Hợp 6 Đèn Led - Dây Dài 1.5m - Chuẩn USB/Micro USB/Type C AnZ",393000,1,Máy Ảnh - Máy Quay Phim,1,113
3321,"Camera IMOU S21FP S41FP tích hợp mic, phát hiện chuyển động, chống nước IP66 - Hàng chính hãng",950000,1,Camera IP,1,96
3322, Giá Treo Camera Hành Trình,100000,1,Root,1,12
3323,Camera đàm thoại 2 chiều mô hình Người Máy wifi Smartphone 1080p,1035000,1,Camera IP,1,96
3324,"Camera IP WIFI IMOU RANGER 2 IPC - A22EP Full HD 1080P ,KÈM THẺ NHỚ 64G - Hàng Chính Hãng",519900,1,Camera IP,1,4
3325,"Camera trong nhà Eufy Security Indoor Cam 2K, tích hợp còi báo động - Hàng chính hãng",935000,1,Camera IP,1,96
3326,"Nguồn tổng 12V-20A loại tốt, có gạt ( Có quạt)",270000,1,Root,1,12
3327,"Trọn bộ 2 Camera 2MP DS-2CE16D0T-IR(C) + Đầu ghi hình Hikvision, có sẵn phụ kiện, cắm điện là chạy -Hàng chính hãng",2350000,1,Root,1,12
3328,"Camera 3MP Wifi IP Ngoài Trời Vitacam DZ3000 PTZ thẻ lưu trữ 32G  xoay 355 độ, 3.0 Mpx 1296P hình ảnh ULTRA HD siêu nét-Hàng Chính Hãng",654450,1,Camera IP,1,96
3329,Hộp Kỹ Thuật Camera,22500,1,Máy Ảnh - Máy Quay Phim,1,113
3330,Combo Dây nhảy BNC 1m đã bấm sẵn loại tốt (10 chiếc),215000,1,Phụ Kiện Camera Giám Sát,1,14
3331,Camera IP Wifi 4MP IMOU IPC-F42FP kẻ thù của bóng đêm hàng chính hãng,1170000,1,Camera IP,1,96
3332,Công tắc cảm biến chuyển động hồng ngoại P002 gắn tường 1200W-220V có thể xoay 180 độ,176000,1,Root,1,12
3333,Camera IP Wifi Ezviz CS-CV310 1080p - Hàng chính hãng,990000,1,Máy Ảnh - Máy Quay Phim,1,9
3334,"Camera Mini IP Vstarcam CB72 1080P 2.0 Sim 4G LTE Giám Sát Hành Trình Ô Tô, Xem Trực Tiếp Từ Xa Bằng Điện Thoại, PC - Hàng Chính Hãng",1980000,1,Máy Ảnh - Máy Quay Phim,1,9
3335, Balun PV - Thiết Bị Video Balun Chuyển Đổi Cáp Đồng Trục Sang Cáp Mạng RJ45,45000,1,Máy Ảnh - Máy Quay Phim,1,113
3336,"Chân đế Camera, Để gắn Camera, Phụ kiện Camera gắn tường, Đế Camera Wifi",16000,1,Root,1,12
3337,Đầu ghi hình camera 4 kênh 2MP H.265+ AI-Coding Dahua DH-XVR1B04-I hàng chính hãng DSS Việt Nam,690000,1,Đầu Ghi Hình Camera,1,44
3338,Trọn bộ 4 camera chính hãng Dahua HD1080,2350000,1,Camera Quan Sát Analog,1,23
3339,Mắt Camera trong nhà Hikvision DS-2CE56D0T-IRP 2MP - Hàng chính hãng,389000,1,Camera Quan Sát Analog,1,23
3340,Đầu Ghi Hình Camera HD TVI 4 Kênh Turbo 4.0 Hikvision DS-7204HQHI-K1 - Hàng chính hãng,1240000,1,Đầu Ghi Hình Camera,1,44
3341,Camera IP POE thân trụ 2MP HIKVISION DS-2CD1023G0E-I(L) hàng chính hãng,680000,1,Camera IP,1,96
3342,Camera an ninh ngoài trời chống nước - Camhi HD 720P Bền Tốt - Có âm thanh và màu sắc ban đêm,680000,1,Camera IP,1,96
3343,ĐẦU GHI HÌNH IP AVTECH 4 KÊNH ( có PoE) - Hàng Nhập Khẩu,3500000,1,Đầu Ghi Hình Camera,1,141
3344,Nguồn camera 12V-2A TORUK TR-122AWR adapter lắp trong nhà ngoài trời chống nước - Hàng chính hãng,59000,1,Phụ Kiện Camera Giám Sát,1,14
3345,Camera YOOSEE 3.0 Megapixel IP wifi ngoài trời PTZ  FHD1080P  siêu nét - Soi đêm có màu xoay 360 độ - Hàng nhập khẩu,795000,1,Camera IP,1,96
3346,Camera Ip Wifi Imou F22FP Hình Ảnh Đầy Màu Sắc Ngay Cả Vào Ban Đêm Full HD 1080P Bullet 2E Tặng Kèm Dây Nối Nguồn 20M - Hàng Chính Hãng,960000,1,Máy Ảnh - Máy Quay Phim,1,9
3347,Camera IP Wifi Imou -Ranger  Pr0 IPC- A26HP- Chuẩn 1080P- Chính Hãng,1350000,1,Camera IP,1,96
3348,Tủ Điện Kỹ Thuật Kích Thước 45*38*12cm Chất Liệu Tôn Cao Cấp - Tủ Đầu Ghi Camera,194000,1,Root,1,12
3349,Camera 2MP Hikvision TVI/AHD/CVI/CVBS DS-2CE12DF0T-F  COLORVU - CÓ MÀU 24/24 Hỗ trợ đèn trợ sáng 40m - Hàng Chính Hãng,765000,1,Camera Quan Sát Analog,1,23
3350,Mắt Camera ngoài trời Hikvision DS-2CE16D0T-IR 2MP - Hàng chính hãng,398000,1,Máy Ảnh - Máy Quay Phim,1,113
3351,CAMERA WiFi Yoosee 360 Siêu Nét 3.0Mpx Cao Cấp FullHD 1920 x 1080 Sắc Nét Hỗ Trợ Wifi IP Từ Xa Hàng Nhập Khẩu,360000,1,Camera IP,1,4
3352,jack DC nguồn 12v Vặn Vít - jack cái 12v - jack nguồn camera âm,4990,1,Root,1,12
3353,Bộ KIT 4 Camera UNV 2MP Full HD 1080P - Hàng chính hãng,5450000,1,Hệ Thống Camera Giám Sát,1,15
3354,Camera IP Wifi Không Dây Xoay Thông Minh Kawasan IPC02 Full HD1080P - Hàng Chính Hãng,1000000,1,Camera IP,1,96
3355,Camera IP Robot Wifi 2Mp UNIARCH T1L-2WT - Hàng Chính Hãng,595000,1,Camera IP,1,4
3356,Camera WiFi 4.0 Megapixel IP ngoài trời PTZ FHD 1080P siêu nét - Dòng sản phẩm cao cấp hồng ngoại đêm có màu xoay 360 độ,995000,1,Camera IP,1,96
3357,Đầu Ghi Camera  Turbo HD 3.0 DVR 8 Kênh Hikvision DS-7108HGHI-F1/N - Hàng Chính Hãng,1124000,1,Đầu Ghi Hình Camera,1,44
3358,Đầu Ghi Hình HD 4MP 8 Kênh Chuẩn H.265 Pro+ HIKvision DS-7108HQHI-K1 - Hàng Chính Hãng,1930000,1,Đầu Ghi Hình Camera,1,44
